,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,units_approved_rate_1st,units_approved_rate_2nd,Target_Graduate
2023,1,1,1,5,1,1,1,1,10,6,9,1,0,1,1,0,19,0,0,6,6,6,11,0,0,6,8,6,12,0,8,1,1.0,1.0,1
2024,2,12,1,17,0,1,1,22,27,10,11,0,0,1,0,0,34,0,0,5,12,2,11,0,0,5,9,4,11,0,9,0,0.4,0.8,0
2025,1,14,1,12,1,1,1,4,14,5,11,0,0,1,1,0,18,0,0,7,7,7,11,0,0,8,10,7,12,0,13,0,1.0,0.875,1
2026,1,1,1,2,1,1,1,3,2,4,4,1,0,1,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.0,0.0,1
2027,1,1,2,2,1,1,1,3,29,2,4,1,0,1,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0.0,0.0,0
2028,1,1,1,12,1,1,1,13,27,5,10,1,0,1,0,1,19,0,0,7,7,6,12,0,0,7,7,6,12,0,7,2,0.8571428571428571,0.8571428571428571,1
2029,1,1,1,15,1,1,1,22,28,10,7,1,0,1,1,0,18,0,0,6,6,6,13,0,0,6,6,6,13,0,12,3,1.0,1.0,1
2030,1,8,2,12,1,1,1,13,14,10,11,1,0,1,0,0,19,0,0,7,7,7,14,0,0,8,8,8,14,0,11,0,1.0,1.0,1
2031,4,12,1,11,1,1,1,23,27,10,10,0,1,1,0,0,45,0,4,10,12,5,12,4,2,8,8,0,0,2,12,3,0.5,0.0,0
2032,1,12,1,6,1,1,1,13,27,10,7,1,0,1,0,0,26,0,0,6,17,6,12,0,0,6,21,4,12,0,15,2,1.0,0.6666666666666666,1
2033,2,12,2,17,0,1,1,22,27,10,10,1,0,1,1,0,51,0,0,4,4,0,0,0,0,5,0,0,0,0,12,3,0.0,0.0,0
2034,2,12,1,15,1,12,1,22,27,7,7,0,1,1,1,1,49,0,0,6,8,6,12,0,0,6,7,6,14,0,10,1,1.0,1.0,1
2035,1,13,1,12,1,1,1,3,14,3,9,0,0,1,1,0,22,0,3,6,7,3,14,0,4,7,8,4,14,0,15,2,0.5,0.5714285714285714,0
2036,1,8,1,9,1,1,1,1,27,6,10,1,0,1,1,0,22,0,0,5,8,2,10,0,0,5,7,1,10,0,7,2,0.4,0.2,0
2037,2,4,1,8,1,3,1,3,3,2,2,0,0,1,0,0,33,0,1,5,11,2,11,1,1,5,8,2,12,0,9,0,0.4,0.4,0
2038,1,5,1,14,1,1,9,22,27,10,10,0,0,1,0,0,20,1,0,5,6,5,11,0,0,5,6,4,11,0,9,0,1.0,0.8,1
2039,1,1,4,10,1,1,1,23,14,8,8,1,0,1,0,1,18,0,0,6,6,6,12,0,0,6,6,6,11,0,10,1,1.0,1.0,1
2040,1,1,5,16,1,1,1,23,27,10,10,1,1,0,0,0,20,0,0,6,9,3,11,0,0,6,10,2,11,0,10,1,0.5,0.3333333333333333,0
2041,2,18,1,17,0,1,14,23,27,5,7,0,0,1,0,0,37,1,5,10,11,7,13,0,5,10,11,10,11,0,8,1,0.7,1.0,1
2042,1,1,1,11,1,1,2,22,1,10,4,1,0,1,1,0,18,1,0,6,6,6,13,0,0,6,6,6,13,0,7,2,1.0,1.0,1
2043,1,1,3,11,1,1,1,1,14,10,10,1,0,1,0,0,19,0,0,6,6,6,12,0,0,6,6,6,12,0,12,0,1.0,1.0,1
2044,1,15,1,6,1,14,1,1,14,4,4,1,0,1,0,0,21,0,2,6,7,6,13,0,1,6,15,4,12,0,12,0,1.0,0.6666666666666666,1
2045,1,1,2,12,1,1,1,13,1,10,2,0,0,1,0,0,20,0,0,7,9,6,12,0,0,8,9,7,12,0,13,0,0.8571428571428571,0.875,1
2046,1,1,2,12,1,1,1,22,1,8,8,1,0,1,0,0,19,0,0,7,0,0,0,0,0,8,0,0,0,0,13,0,0.0,0.0,0
2047,1,8,2,13,1,1,1,23,14,8,8,1,0,1,0,0,20,0,0,7,13,4,13,0,0,7,11,4,11,0,11,0,0.5714285714285714,0.5714285714285714,0
2048,1,8,4,12,1,1,1,3,1,3,6,1,0,1,0,0,18,0,0,7,7,7,13,0,0,8,8,8,15,0,13,0,1.0,1.0,1
2049,1,1,4,12,1,1,1,1,14,10,8,1,0,1,0,0,19,0,0,8,8,7,13,0,0,8,8,7,13,0,12,3,0.875,0.875,1
2050,1,1,1,10,1,1,1,22,28,10,4,0,0,1,0,0,18,0,0,6,13,4,11,0,0,6,12,5,10,0,15,2,0.6666666666666666,0.8333333333333334,1
2051,1,8,1,10,1,1,1,23,28,8,8,1,0,1,0,1,18,0,0,6,6,6,11,0,0,6,7,6,12,0,15,2,1.0,1.0,1
2052,1,1,2,15,1,1,1,1,14,5,6,1,0,1,0,0,18,0,0,5,7,2,10,0,0,1,1,0,0,0,12,3,0.4,0.0,0
2053,1,1,6,12,1,1,1,1,28,4,10,1,0,1,0,0,19,0,0,7,10,5,13,0,0,7,8,6,13,0,12,0,0.7142857142857143,0.8571428571428571,0
2054,1,1,2,13,1,1,1,1,14,5,6,1,0,1,0,1,18,0,0,7,8,7,12,0,0,8,8,8,14,0,16,0,1.0,1.0,1
2055,1,1,1,5,1,1,14,22,14,10,9,1,0,1,0,1,19,1,0,6,6,6,14,0,0,6,6,6,13,0,11,0,1.0,1.0,1
2056,1,17,1,4,1,16,1,1,14,10,8,0,1,1,0,1,24,0,7,12,13,12,12,0,5,11,13,11,12,0,8,1,1.0,1.0,1
2057,1,15,1,6,1,14,1,22,27,10,10,0,0,1,0,0,20,0,2,6,8,6,13,0,1,6,18,2,12,0,12,0,1.0,0.3333333333333333,0
2058,1,1,1,9,1,1,1,1,14,6,8,1,0,1,0,1,21,0,0,5,6,5,12,1,0,5,7,4,11,0,9,0,1.0,0.8,1
2059,1,15,1,6,1,14,1,23,27,5,11,0,1,0,0,0,20,0,1,6,13,4,13,0,1,6,11,5,12,0,16,0,0.6666666666666666,0.8333333333333334,0
2060,1,8,6,12,1,1,1,13,27,4,10,1,0,1,0,1,19,0,0,7,7,7,13,0,0,8,9,8,13,0,16,0,1.0,1.0,1
2061,1,8,5,13,1,1,1,13,14,10,9,1,0,1,0,1,19,0,0,7,8,7,13,0,0,8,8,8,13,0,10,1,1.0,1.0,1
2062,1,1,3,12,1,1,1,1,1,10,10,1,0,1,0,0,18,0,0,8,8,7,13,0,0,8,8,7,13,0,12,3,0.875,0.875,1
2063,1,1,1,6,1,1,1,23,28,5,8,1,0,1,0,0,19,0,0,6,12,5,14,0,0,6,14,5,11,0,16,0,0.8333333333333334,0.8333333333333334,1
2064,1,8,4,9,1,1,1,23,14,10,10,1,0,1,0,0,21,0,0,5,5,5,12,0,0,5,5,5,13,0,8,1,1.0,1.0,1
2065,1,1,2,16,1,1,1,1,28,10,9,1,0,1,0,1,19,0,0,6,7,6,14,0,0,6,6,6,15,0,15,2,1.0,1.0,1
2066,1,1,5,11,1,1,1,13,1,8,11,1,0,1,0,1,18,0,0,6,7,6,13,0,0,6,6,6,12,0,8,1,1.0,1.0,1
2067,1,8,5,5,1,1,1,4,1,5,5,1,0,1,0,1,17,0,0,6,6,6,13,0,0,6,6,6,12,0,15,2,1.0,1.0,1
2068,1,9,4,16,1,1,1,13,28,5,11,1,0,1,0,0,19,0,0,6,8,5,12,0,0,6,8,5,11,0,15,2,0.8333333333333334,0.8333333333333334,0
2069,1,8,6,9,1,1,1,22,1,10,8,1,0,0,1,0,23,0,0,5,9,3,10,1,0,5,9,3,12,0,9,0,0.6,0.6,0
2070,1,1,1,14,1,1,1,1,27,2,11,1,0,1,0,0,19,0,0,6,7,6,12,0,0,6,10,6,11,0,8,1,1.0,1.0,1
2071,1,1,1,12,1,1,1,13,3,10,5,1,0,1,0,0,18,0,0,7,7,6,12,0,0,7,7,6,12,0,7,2,0.8571428571428571,0.8571428571428571,1
2072,1,1,1,14,1,1,1,23,28,6,10,1,0,1,0,0,20,0,0,6,9,6,13,0,0,6,8,5,13,0,15,2,1.0,0.8333333333333334,1
2073,1,1,3,6,1,1,1,1,14,10,10,1,0,1,0,1,19,0,0,5,6,5,14,0,0,5,5,5,13,0,10,1,1.0,1.0,1
2074,1,1,1,10,1,1,1,13,28,4,10,1,0,1,0,1,18,0,0,6,6,6,14,0,0,6,6,6,13,0,12,0,1.0,1.0,1
2075,1,8,2,10,1,1,1,22,27,10,5,0,0,1,0,1,19,0,0,6,7,6,14,0,0,6,6,6,15,0,13,0,1.0,1.0,1
2076,1,1,4,10,1,1,1,23,1,5,11,1,0,1,0,0,19,0,0,6,8,6,11,0,0,6,6,6,12,0,10,1,1.0,1.0,1
2077,1,8,1,12,1,1,1,13,27,5,9,1,0,1,0,0,18,0,0,8,9,8,14,1,0,8,9,8,14,1,9,0,1.0,1.0,1
2078,1,8,2,12,1,1,1,3,3,4,7,1,0,1,0,0,18,0,0,7,8,7,12,0,0,8,9,7,13,0,13,0,1.0,0.875,1
2079,1,1,5,12,1,1,1,23,28,8,8,1,0,1,0,1,19,0,0,7,7,6,14,0,0,7,7,6,14,0,7,2,0.8571428571428571,0.8571428571428571,1
2080,1,1,1,12,1,1,1,23,27,10,10,0,0,1,0,1,19,0,0,8,12,7,12,0,0,8,12,7,12,0,12,3,0.875,0.875,1
2081,1,1,1,12,1,1,1,4,4,3,2,0,0,1,0,0,19,0,0,7,7,6,14,0,0,7,7,6,14,0,7,2,0.8571428571428571,0.8571428571428571,1
2082,1,1,2,12,1,1,1,22,27,10,9,1,0,1,0,0,21,0,0,7,11,7,14,0,0,8,8,8,14,0,15,2,1.0,1.0,1
2083,1,1,3,15,1,1,1,3,1,3,4,1,0,1,0,0,18,0,0,6,7,6,14,0,0,6,6,6,14,0,13,0,1.0,1.0,1
2084,1,1,1,15,1,1,1,13,27,10,10,0,0,1,0,1,19,0,0,6,7,6,14,0,0,6,6,6,13,0,11,0,1.0,1.0,1
2085,1,1,4,15,1,1,1,13,27,13,12,0,0,0,0,0,18,0,0,4,4,0,0,0,0,4,4,0,0,0,12,3,0.0,0.0,0
2086,1,4,1,3,0,3,1,1,1,5,5,0,0,1,0,0,30,0,0,6,0,0,0,0,0,6,0,0,0,0,10,1,0.0,0.0,0
2087,1,8,1,8,1,1,1,3,2,4,7,1,0,1,0,0,18,0,0,6,8,6,15,0,0,6,8,5,15,0,13,0,1.0,0.8333333333333334,0
2088,1,1,3,12,1,1,1,13,14,5,9,1,0,1,0,1,20,0,0,7,7,6,12,0,0,7,7,6,12,0,7,2,0.8571428571428571,0.8571428571428571,1
2089,1,12,1,14,1,12,1,1,1,5,8,0,1,0,0,0,25,0,0,5,5,5,11,0,0,5,5,5,12,0,9,0,1.0,1.0,0
2090,1,1,5,12,1,1,1,23,27,6,8,1,0,1,0,0,18,0,0,7,7,6,14,0,0,7,7,6,14,0,7,2,0.8571428571428571,0.8571428571428571,1
2091,5,1,3,6,1,1,1,13,14,5,8,1,0,1,0,0,21,0,0,5,13,5,12,2,0,5,10,3,11,1,9,0,1.0,0.6,0
2092,1,1,1,12,1,1,1,5,4,3,2,0,0,1,0,0,18,0,0,8,8,7,15,0,0,8,8,7,15,0,12,3,0.875,0.875,1
2093,1,1,1,12,1,1,1,22,27,10,10,1,0,1,0,0,18,0,0,7,7,6,15,0,0,7,7,6,15,0,7,2,0.8571428571428571,0.8571428571428571,1
2094,1,8,1,16,1,1,1,3,3,3,3,1,0,0,0,0,29,0,0,6,9,6,16,0,0,6,8,5,15,0,12,3,1.0,0.8333333333333334,0
2095,1,14,1,8,1,1,1,3,3,3,3,0,0,1,0,0,20,0,10,17,29,14,12,4,7,12,24,12,12,1,15,2,0.8235294117647058,1.0,1
2096,1,4,1,12,1,3,1,3,1,5,5,0,0,1,0,0,26,0,0,7,0,0,0,0,0,8,0,0,0,0,13,0,0.0,0.0,0
2097,1,1,2,10,1,1,1,23,1,8,8,1,0,1,0,0,21,0,0,6,8,5,12,0,0,6,6,6,12,0,12,0,0.8333333333333334,1.0,1
2098,1,9,1,12,1,1,1,22,14,6,6,0,0,1,0,1,19,0,0,8,9,8,13,1,0,8,9,8,13,1,9,0,1.0,1.0,1
2099,1,8,2,11,1,1,1,13,14,6,6,1,1,1,0,0,19,0,0,6,10,6,12,0,0,6,8,5,11,0,16,0,1.0,0.8333333333333334,0
2100,1,8,1,15,1,1,1,23,28,10,6,0,0,1,0,0,21,0,0,6,8,5,11,0,0,6,8,5,11,0,15,2,0.8333333333333334,0.8333333333333334,0
2101,1,9,1,3,0,1,1,1,1,5,4,0,1,1,0,0,20,0,0,6,13,4,10,0,0,6,15,4,12,0,16,0,0.6666666666666666,0.6666666666666666,1
2102,1,1,6,12,1,1,1,22,27,10,9,1,0,1,0,1,18,0,0,7,8,7,13,0,0,8,8,8,14,0,15,2,1.0,1.0,1
2103,1,1,2,15,1,1,1,19,14,4,1,1,0,0,0,0,20,0,0,6,10,4,12,0,0,6,15,3,10,0,7,2,0.6666666666666666,0.5,0
2104,1,1,1,10,1,1,1,13,28,10,10,0,0,1,0,1,20,0,0,6,9,6,11,0,0,6,7,6,14,0,16,0,1.0,1.0,1
2105,1,14,1,12,1,1,1,13,14,5,8,0,0,1,0,1,18,0,0,7,11,5,12,0,0,7,7,2,13,0,16,0,0.7142857142857143,0.2857142857142857,0
2106,1,7,1,5,1,1,1,1,1,4,4,1,0,1,0,0,18,0,0,6,6,1,15,0,0,6,7,4,12,0,9,0,0.16666666666666666,0.6666666666666666,0
2107,1,1,1,15,1,1,1,22,27,10,10,1,0,1,0,0,18,0,0,6,6,6,13,0,0,6,9,5,13,0,9,0,1.0,0.8333333333333334,1
2108,1,8,1,6,1,1,1,2,14,3,10,1,0,1,0,0,18,0,0,5,12,2,11,0,0,5,12,3,11,2,10,1,0.4,0.6,0
2109,1,15,1,6,1,14,1,3,3,3,3,1,0,1,0,0,22,0,2,6,7,6,14,0,1,6,9,5,13,0,13,0,1.0,0.8333333333333334,1
2110,1,15,3,6,1,14,1,1,14,5,2,1,0,1,0,0,19,0,0,5,10,1,13,1,0,5,8,3,15,0,12,3,0.2,0.6,0
2111,1,8,1,4,1,1,1,13,1,10,3,1,0,1,0,1,19,0,0,6,7,6,15,0,0,6,8,6,14,0,12,0,1.0,1.0,1
2112,1,1,2,13,1,1,1,13,14,10,10,1,0,1,0,0,18,0,0,7,9,7,15,0,0,8,8,8,16,0,12,3,1.0,1.0,1
2113,1,1,1,10,1,1,1,23,28,28,42,1,1,1,0,0,20,0,0,6,8,6,10,0,0,6,7,6,11,0,11,0,1.0,1.0,1
2114,1,8,1,16,1,1,1,23,27,6,6,1,0,1,0,0,18,0,0,6,9,5,11,0,0,6,9,4,11,0,10,1,0.8333333333333334,0.6666666666666666,0
2115,1,8,2,14,1,1,1,1,14,6,6,1,0,1,0,0,21,0,0,6,0,0,0,0,0,6,0,0,0,0,8,1,0.0,0.0,0
2116,1,1,1,10,1,1,1,1,14,5,5,0,0,1,0,0,19,0,0,6,7,6,12,0,0,6,7,6,12,0,12,0,1.0,1.0,1
2117,1,1,5,12,1,1,1,23,28,10,10,1,0,1,0,0,18,0,0,8,8,8,12,0,0,8,8,8,12,0,9,0,1.0,1.0,0
2118,1,1,4,15,1,1,4,10,10,12,5,1,0,1,0,0,18,1,0,6,6,6,12,0,0,6,8,5,14,0,7,2,1.0,0.8333333333333334,1
2119,1,8,1,2,1,1,1,1,1,7,8,1,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0.0,0.0,0
2120,1,8,1,6,1,1,1,13,14,5,10,1,1,0,0,1,21,0,0,6,16,2,13,0,0,6,8,0,0,0,15,2,0.3333333333333333,0.0,0
2121,1,1,1,9,1,1,1,1,28,6,6,0,1,1,0,0,19,0,0,5,10,5,10,0,0,5,8,4,12,0,13,0,1.0,0.8,1
2122,1,1,1,9,1,1,1,22,27,10,8,1,0,1,0,1,19,0,0,5,5,5,12,0,0,5,8,5,11,0,9,0,1.0,1.0,1
2123,1,8,3,10,1,1,1,1,14,5,11,1,0,1,0,0,19,0,0,6,10,5,11,0,0,6,7,0,0,0,16,0,0.8333333333333334,0.0,0
2124,1,1,1,2,1,1,1,5,3,4,4,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0.0,0.0,1
2125,1,14,1,11,1,1,1,23,28,10,10,0,0,1,0,1,19,0,0,6,0,0,0,0,0,6,11,1,10,0,10,1,0.0,0.16666666666666666,0
2126,1,8,2,12,1,1,1,23,1,6,8,1,0,1,0,1,20,0,0,7,9,6,13,0,0,8,9,8,13,0,16,0,0.8571428571428571,1.0,0
2127,1,1,3,12,1,1,1,12,13,2,2,1,0,0,0,0,18,0,0,8,9,6,12,1,0,8,9,6,12,1,9,0,0.75,0.75,0
2128,1,1,1,2,1,1,1,13,14,9,9,1,0,1,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0.0,0.0,0
2129,1,1,1,5,1,1,1,13,1,6,8,1,0,1,0,0,18,0,0,6,6,6,12,0,0,6,8,6,13,0,10,1,1.0,1.0,1
2130,1,1,1,6,1,1,1,13,27,4,8,0,0,1,0,0,18,0,0,6,13,6,12,0,0,6,16,4,12,0,11,0,1.0,0.6666666666666666,0
2131,1,1,1,10,1,1,1,1,27,6,8,0,0,1,0,1,19,0,0,6,8,6,12,0,0,6,8,6,12,0,16,0,1.0,1.0,1
2132,1,1,2,9,1,1,1,13,27,5,6,1,0,1,0,0,20,0,0,5,8,3,11,0,0,5,8,5,12,0,7,2,0.6,1.0,1
2133,1,8,5,12,1,1,1,1,1,5,6,1,0,1,0,1,19,0,0,7,9,7,13,0,0,8,12,8,13,0,16,0,1.0,1.0,1
2134,1,1,3,12,1,1,1,13,28,2,2,1,0,1,0,0,18,0,0,8,8,7,13,0,0,8,8,7,13,0,12,3,0.875,0.875,1
2135,1,12,1,11,1,1,1,13,1,5,2,0,1,1,0,0,25,0,0,6,6,0,0,0,0,6,6,0,0,0,15,2,0.0,0.0,0
2136,1,8,5,5,1,1,1,22,27,10,10,1,0,0,0,0,18,0,0,6,9,4,11,1,0,6,6,6,12,0,7,2,0.6666666666666666,1.0,1
2137,1,1,5,15,1,1,1,23,14,10,10,1,0,1,0,0,19,0,0,6,7,6,12,0,0,6,7,6,12,0,8,1,1.0,1.0,1
2138,1,8,2,13,1,1,1,13,28,5,9,1,0,1,0,1,19,0,0,7,7,7,11,0,0,8,8,8,14,0,15,2,1.0,1.0,1
2139,1,1,1,9,1,1,1,13,14,6,9,0,1,0,0,1,20,0,0,5,12,2,13,1,0,5,13,2,11,0,9,0,0.4,0.4,0
2140,1,8,5,12,1,1,1,1,1,6,5,1,0,1,0,0,18,0,0,7,9,7,12,0,0,8,9,7,12,0,13,0,1.0,0.875,0
2141,1,8,4,6,1,1,1,23,27,5,10,1,0,1,0,0,20,0,0,5,12,2,13,0,0,5,12,5,11,1,10,1,0.4,1.0,1
2142,1,8,1,10,1,1,1,1,1,10,10,1,0,1,0,0,21,0,0,6,8,6,12,0,0,6,7,6,13,0,11,0,1.0,1.0,1
2143,1,1,2,2,1,1,1,3,1,3,4,1,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0.0,0.0,1
2144,2,12,1,3,0,9,1,22,27,8,10,0,0,1,0,0,42,0,0,6,6,6,11,0,0,6,6,6,13,0,10,1,1.0,1.0,1
2145,1,8,1,8,1,1,1,3,3,3,3,1,1,0,0,0,18,0,0,6,9,5,12,0,0,6,12,5,14,0,8,1,0.8333333333333334,0.8333333333333334,0
2146,1,1,1,5,1,1,1,22,27,10,7,0,0,1,0,1,19,0,0,6,7,5,13,0,0,6,6,6,12,0,15,2,0.8333333333333334,1.0,1
2147,1,1,6,11,1,1,1,23,14,10,6,1,0,1,0,0,18,0,0,6,11,6,12,0,0,6,11,4,12,0,8,1,1.0,0.6666666666666666,1
2148,1,5,1,6,1,1,1,13,14,5,6,1,0,1,0,0,21,0,0,5,6,5,14,0,0,5,5,5,14,0,10,1,1.0,1.0,1
2149,1,1,1,10,1,1,1,23,27,6,6,0,0,1,0,1,20,0,0,6,8,6,12,0,0,6,7,6,14,0,16,0,1.0,1.0,1
2150,1,1,1,16,1,1,1,1,14,4,4,1,0,1,0,0,20,0,0,7,7,7,13,0,0,7,7,7,13,0,11,0,1.0,1.0,1
2151,1,15,1,6,1,14,1,3,1,3,10,1,0,1,0,0,21,0,1,6,13,3,11,0,1,6,13,5,12,0,12,0,0.5,0.8333333333333334,0
2152,1,1,4,12,1,1,1,23,27,8,8,1,0,1,0,0,19,0,0,7,9,7,14,0,0,8,9,8,13,0,15,2,1.0,1.0,1
2153,1,13,1,10,1,1,1,1,14,5,10,0,0,1,0,0,21,0,10,13,21,11,13,0,6,11,13,9,13,0,7,2,0.8461538461538461,0.8181818181818182,1
2154,1,1,1,5,1,1,1,23,14,23,44,1,0,1,0,0,19,0,0,6,6,6,14,0,0,6,7,6,15,0,8,1,1.0,1.0,1
2155,1,1,1,12,1,1,1,13,14,10,10,0,0,1,0,1,19,0,0,7,10,7,15,0,0,8,10,8,15,0,15,2,1.0,1.0,1
2156,1,8,2,2,1,1,1,1,1,5,2,1,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.0,0.0,0
2157,1,15,1,6,1,14,1,22,14,10,11,1,0,1,0,0,22,0,1,6,13,6,15,0,1,6,7,6,13,0,16,0,1.0,1.0,1
2158,1,1,2,16,1,1,1,3,1,4,6,0,0,1,0,0,21,0,0,6,8,5,13,0,0,6,9,5,14,0,9,0,0.8333333333333334,0.8333333333333334,1
2159,1,8,4,11,1,1,1,22,27,6,9,1,0,1,0,1,18,0,0,6,14,2,11,0,0,6,14,3,10,0,7,2,0.3333333333333333,0.5,0
2160,1,1,4,12,1,1,1,1,3,2,3,0,0,1,0,1,20,0,0,8,8,7,14,0,0,8,8,7,14,0,10,1,0.875,0.875,1
2161,1,8,2,14,1,1,1,19,27,1,1,1,1,0,0,0,18,0,0,5,8,3,12,0,0,5,6,4,10,0,7,2,0.6,0.8,0
2162,1,8,1,10,1,1,1,13,27,8,10,0,0,1,0,0,20,0,0,6,6,0,0,0,0,5,5,0,0,0,8,1,0.0,0.0,0
2163,1,8,4,12,1,1,1,1,1,4,4,1,0,1,0,0,23,0,0,7,7,6,13,0,0,8,11,7,13,0,12,0,0.8571428571428571,0.875,1
2164,1,1,2,15,1,1,1,1,1,4,4,1,0,1,0,0,18,0,0,6,6,6,14,0,0,6,6,6,15,0,12,3,1.0,1.0,1
2165,1,15,1,10,1,14,1,1,1,10,4,1,0,1,0,0,20,0,3,6,6,6,12,0,2,6,6,6,13,0,12,0,1.0,1.0,1
2166,1,8,1,12,1,1,1,23,27,6,10,1,0,1,0,1,18,0,0,8,8,7,14,0,0,8,8,7,14,0,10,1,0.875,0.875,1
2167,1,1,6,9,1,1,1,23,28,10,10,1,0,1,0,0,20,0,0,5,8,4,12,0,0,5,8,5,11,0,11,0,0.8,1.0,1
2168,1,9,2,12,1,1,1,1,3,4,3,1,0,1,0,0,18,0,0,7,8,7,12,0,0,8,9,8,12,0,16,0,1.0,1.0,1
2169,1,8,1,14,1,1,1,3,3,3,2,1,0,1,0,0,20,0,0,6,7,6,15,0,0,6,6,6,17,0,16,0,1.0,1.0,1
2170,1,1,5,12,1,1,1,1,1,6,9,1,0,1,0,0,19,0,0,8,8,7,13,0,0,8,8,7,13,0,12,3,0.875,0.875,1
2171,1,15,1,6,1,14,1,1,14,5,5,0,0,1,0,0,21,0,2,6,9,6,13,0,0,6,9,6,12,0,13,0,1.0,1.0,1
2172,2,4,1,5,1,17,1,22,1,10,8,0,0,1,0,0,33,0,0,6,7,6,15,0,0,6,8,3,11,0,11,0,1.0,0.5,1
2173,1,1,1,6,1,1,1,10,2,5,3,0,1,0,0,0,24,0,0,5,6,1,13,0,0,5,5,0,0,0,7,2,0.2,0.0,0
2174,1,14,1,10,1,1,1,1,28,5,4,0,0,1,0,1,20,0,8,11,12,11,12,0,6,11,14,11,12,0,13,0,1.0,1.0,1
2175,1,1,1,2,1,1,1,13,28,10,2,1,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.0,0.0,1
2176,1,1,4,5,1,1,1,1,1,8,4,1,0,1,0,0,18,0,0,6,6,6,15,0,0,6,6,6,14,0,15,2,1.0,1.0,1
2177,1,14,1,3,0,6,1,19,24,1,1,0,1,1,0,0,29,0,1,6,9,4,12,0,1,6,13,2,10,0,7,2,0.6666666666666666,0.3333333333333333,0
2178,1,8,1,12,1,1,1,1,1,6,6,0,0,1,0,0,18,0,0,7,7,7,13,0,0,8,11,8,14,0,16,0,1.0,1.0,1
2179,1,1,3,15,1,1,1,23,27,6,6,1,0,1,0,0,19,0,0,6,8,6,12,0,0,6,7,6,12,0,9,0,1.0,1.0,1
2180,1,8,1,2,1,1,1,23,28,8,8,1,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0.0,0.0,0
2181,1,8,1,10,1,1,1,13,14,6,5,0,0,1,0,1,18,0,0,6,8,5,10,0,0,6,9,6,10,0,12,0,0.8333333333333334,1.0,1
2182,1,14,1,12,1,1,1,13,14,8,8,0,0,1,0,1,19,0,0,7,9,6,14,0,0,8,11,8,13,0,16,0,0.8571428571428571,1.0,1
2183,1,13,1,16,1,1,1,22,14,10,4,0,0,1,0,0,20,0,6,14,22,12,12,0,5,12,18,10,12,0,10,1,0.8571428571428571,0.8333333333333334,0
2184,1,8,2,10,1,1,1,2,1,4,5,1,0,1,0,0,19,0,0,6,14,1,11,0,0,6,12,2,10,0,7,2,0.16666666666666666,0.3333333333333333,0
2185,1,8,1,11,1,1,1,13,14,8,6,1,0,1,0,1,19,0,0,6,10,4,12,0,0,6,9,3,12,0,9,0,0.6666666666666666,0.5,1
2186,1,1,1,5,1,1,1,13,27,5,5,0,0,1,0,1,18,0,1,6,8,6,12,1,0,6,12,5,11,0,13,0,1.0,0.8333333333333334,0
2187,1,1,6,12,1,1,1,13,28,6,8,1,0,1,0,1,18,0,0,8,8,8,13,0,0,8,8,8,13,0,9,0,1.0,1.0,1
2188,1,8,1,11,1,1,1,3,1,3,4,0,0,1,0,1,19,0,0,6,15,6,11,0,0,6,9,3,12,0,9,0,1.0,0.5,1
2189,1,8,4,15,1,1,1,1,1,6,6,0,1,1,1,0,20,0,0,6,7,5,12,0,0,6,6,6,12,0,12,3,0.8333333333333334,1.0,0
2190,1,8,1,2,1,1,1,22,27,10,7,1,0,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0.0,0.0,0
2191,1,1,6,12,1,1,1,4,14,3,4,1,0,1,1,0,18,0,0,7,0,0,0,0,0,8,0,0,0,0,16,0,0.0,0.0,0
2192,1,12,1,4,1,1,1,3,1,3,5,0,1,0,1,0,35,0,0,6,8,5,16,0,0,6,10,4,16,0,8,1,0.8333333333333334,0.6666666666666666,0
2193,1,8,1,7,1,1,1,13,28,10,8,0,0,1,1,0,18,0,0,5,10,3,11,0,0,5,6,3,11,1,16,0,0.6,0.6,0
