Application mode,Application order,Course,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP,units_approved_rate_1st,units_approved_rate_2nd,Target_Graduate
1,1,5,27,4,8,0,0,1,0,0,45,6,14,2,10,0,0,6,11,0,0,1,0.3123707553903585,0.0003209341876846632,0
1,3,11,10,10,3,1,0,1,1,1,20,6,7,6,13,0,0,6,7,6,14,2,1.016078894975631,1.0009644271103744,1
13,3,9,27,2,10,1,0,0,0,0,23,5,6,0,0,0,0,5,10,0,0,0,-0.018837873150519005,-0.020534866272125387,0
1,1,9,27,10,10,1,0,1,0,0,24,8,8,8,13,0,4,8,11,7,13,-3,0.8309126525574219,0.8339253840481774,1
14,1,11,27,1,11,0,0,1,0,0,36,6,14,5,11,0,0,6,9,4,13,0,0.8345773287837113,0.4683725007428166,0
8,1,13,1,6,4,1,1,1,0,1,19,6,6,0,0,0,0,6,5,0,0,0,0.2954036880733796,0.01256187108941718,0
1,1,12,1,5,11,0,0,1,0,0,19,7,0,0,0,0,0,7,8,0,0,-3,-0.003648561323563609,0.013922681198928484,1
12,1,14,3,6,1,0,0,1,1,0,38,6,12,4,12,0,0,6,9,2,14,0,0.8597625080004453,0.43384770396869576,0
8,1,16,1,5,4,1,0,1,0,0,18,6,12,2,12,0,0,6,10,2,11,0,0.6449472432681563,0.310908177482319,0
1,1,9,27,10,10,1,1,0,1,0,18,5,10,4,10,0,0,5,5,3,13,1,0.9958216769058299,0.7927732160622608,0
8,2,15,28,8,8,1,0,1,0,1,18,6,14,5,11,0,0,6,10,4,10,1,0.6798289303269596,0.8158362674510715,1
14,1,9,28,6,10,0,0,1,0,1,25,11,8,5,12,0,4,5,10,5,13,-3,0.5895998075486492,0.9891796341654162,1
8,5,10,2,2,3,1,0,1,0,0,18,6,6,5,13,0,0,6,8,2,10,3,0.6498081942553489,0.38376524869059586,0
14,2,12,1,6,4,1,0,1,0,1,18,7,8,10,13,0,0,8,9,8,12,0,0.9997699918120699,1.0094519869086442,1
1,4,15,14,5,7,1,0,1,0,1,18,6,7,6,14,0,0,6,6,6,13,2,1.0141667496028208,1.0099924436689727,1
14,1,9,28,4,8,1,0,1,0,0,23,13,12,10,12,0,4,11,13,9,12,0,0.6107636446548118,0.6571602141349069,1
1,1,10,1,10,10,1,0,1,0,1,18,6,6,6,11,0,0,6,7,6,13,2,1.0027837883744553,1.0093108962214208,1
1,1,5,1,5,11,1,0,1,0,1,19,6,5,6,13,0,0,6,9,6,12,1,0.9983460528504413,0.9881573187497598,1
8,5,12,3,6,9,1,0,1,0,1,19,7,13,7,13,0,0,8,9,6,12,0,0.9965092659232221,0.853945398752932,0
4,1,12,27,10,10,0,0,1,0,1,33,17,18,10,15,0,11,11,15,8,14,-4,0.9973570157177236,1.0131549762664838,1
12,1,3,24,13,1,0,1,0,0,0,23,6,3,0,0,0,0,5,8,0,0,0,0.03410172901130703,0.01539870064408112,0
8,3,9,27,5,9,1,0,1,0,1,21,5,5,4,10,0,0,5,9,3,12,1,0.6028552904625066,0.24867891175917534,0
14,1,10,27,10,4,1,1,1,1,0,24,10,13,5,10,0,4,11,15,5,10,0,0.45936898265861364,0.4196423363099466,0
1,1,9,14,10,4,1,0,1,1,0,19,5,5,2,0,0,0,5,6,0,0,-3,-0.02153762087866694,-0.012158878653911638,0
1,1,6,14,10,6,1,0,1,0,1,19,6,6,6,13,0,0,6,6,6,11,-3,1.0034072196437456,1.004484987686923,1
12,1,4,27,10,11,0,0,1,1,0,41,6,9,0,0,0,0,6,10,0,0,1,0.008636359492103658,-0.014774569495115148,0
9,2,16,14,5,9,0,0,0,0,1,19,6,12,2,10,0,0,6,10,3,12,2,0.4295240500982761,0.48019029951599457,0
1,5,12,1,5,9,0,0,1,0,0,18,7,7,6,12,0,0,7,9,6,13,0,0.8393542789017664,0.8220008345571728,0
14,1,2,3,10,9,0,0,0,0,0,36,6,0,0,0,0,0,0,0,0,0,0,0.02718318534572278,-0.0029853262236551993,0
1,1,15,28,5,8,1,0,1,0,1,19,6,7,6,12,0,0,6,9,5,13,2,1.0023036701686008,0.8309194276601282,1
12,1,17,27,10,10,0,0,1,1,0,24,5,14,2,12,0,0,5,12,0,10,-1,0.21521460288239966,0.44301251890201787,0
1,2,15,28,5,8,1,0,1,0,1,19,6,6,6,14,0,0,6,6,6,14,2,1.002654339891774,0.9912705413607773,1
8,5,14,14,9,9,0,0,0,0,0,18,6,6,2,10,0,0,6,6,3,10,1,0.6672117827851962,0.6775284418484899,0
1,3,12,14,8,11,1,0,1,0,1,18,8,8,7,12,0,0,8,9,7,13,-3,0.7303248126530991,0.8741091705465153,0
16,1,14,28,29,12,0,0,0,0,0,18,5,5,2,12,0,0,5,5,0,0,1,0.32900072749270903,0.008003447467550403,0
1,5,14,1,4,6,1,0,1,1,0,18,7,7,6,13,0,0,8,9,8,14,2,0.9950495261459152,0.9887639833798669,0
1,5,12,3,6,11,1,0,1,0,0,19,7,0,6,13,0,0,8,8,6,13,-3,0.6340679876913515,0.4363474093209705,0
1,3,2,1,5,3,1,0,1,1,0,31,0,0,0,0,0,0,0,-1,0,0,3,0.030206687033193454,0.019329930021058275,0
1,1,14,1,10,8,0,0,1,0,1,18,6,10,6,12,0,0,6,9,6,11,0,1.0047736607147375,0.8267102972756178,0
14,9,3,27,14,16,0,0,1,0,0,24,15,16,13,11,0,9,12,14,11,12,2,0.8287840734835763,0.9942450024128594,1
1,1,2,4,6,6,1,0,1,0,0,22,6,15,6,11,0,0,6,12,3,13,-4,1.0025951408364455,0.5050972291332905,0
1,2,12,28,5,4,1,0,1,0,1,19,7,12,7,11,0,0,8,12,8,13,-1,1.003972554983848,0.8434147577366011,1
15,1,9,27,10,3,1,0,1,1,0,22,5,4,0,0,0,0,5,5,0,0,-3,0.03916578980520451,0.008665163557368866,0
14,1,12,29,5,8,0,0,1,0,0,21,11,11,7,13,0,4,8,14,8,13,0,0.8324030575851937,0.8403635734254296,1
1,1,8,1,6,9,1,0,0,0,0,19,5,5,0,12,0,0,5,5,0,14,3,1.0025369710242542,-0.010217912380333191,0
1,6,12,27,10,10,1,0,1,0,0,19,14,10,8,11,1,0,12,9,5,13,-3,0.8284388191889381,0.8337598462726845,1
14,1,2,28,6,3,0,0,1,1,0,21,11,16,2,12,0,4,10,12,3,12,-3,0.43631955439907133,0.3292904143253938,1
7,1,5,2,6,6,1,0,1,0,1,21,6,6,6,11,0,0,6,10,6,13,2,1.0086621586913032,1.0111954687428537,1
8,5,7,14,6,4,1,0,1,0,1,20,5,7,5,12,0,0,5,6,5,13,1,0.8367872007402869,1.000164004067869,0
12,1,14,27,6,9,0,0,1,0,0,37,6,6,5,14,0,0,6,6,6,14,-3,1.0032086613747782,1.004557391728628,1
6,1,16,28,10,6,1,0,1,1,0,24,6,6,2,11,0,0,6,6,5,14,2,1.0014288215216334,1.0104563676527727,1
8,3,13,14,5,4,1,0,1,0,1,21,8,8,7,13,0,0,8,9,8,13,-3,0.8391243159588311,1.0017710227505359,1
4,1,14,14,5,12,0,0,0,0,0,25,5,5,2,14,0,0,5,5,2,0,0,0.2707417233500556,0.3541724170289573,0
1,1,9,1,32,4,1,0,1,0,0,19,6,9,5,12,0,0,0,10,0,13,0,0.23052836197966248,0.3581865538912994,0
12,1,3,3,5,11,0,0,1,0,0,24,6,6,6,14,0,0,7,5,0,12,2,0.9989590356467735,1.0000789534495171,0
1,1,2,2,6,6,1,0,1,0,1,22,11,14,10,12,0,4,11,12,10,13,3,0.8351383808971523,0.8712158241714818,1
8,2,9,14,6,4,1,1,1,1,0,18,5,6,2,13,0,0,5,5,2,13,3,0.6366195467961528,0.3638344179396254,0
1,1,7,2,5,11,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,-3,-0.02287029600527246,0.0003718073555814781,0
1,3,9,3,2,6,1,0,0,1,0,34,5,4,0,0,2,0,5,-1,0,0,1,0.025621701932584104,-0.015179261895093062,0
14,1,3,27,10,10,0,0,1,0,1,19,6,6,6,12,0,0,6,8,6,13,0,1.0041597359527656,0.9990312835826687,1
12,1,12,27,10,8,0,0,1,0,0,45,7,9,6,11,0,0,7,9,8,13,0,0.9999692048435631,0.8516425802223778,1
8,4,14,1,5,8,1,0,1,0,1,19,6,12,6,11,0,0,6,10,5,13,1,0.8248702227495674,0.8561332925999985,0
12,1,12,27,10,10,0,0,1,0,1,36,7,7,7,13,0,0,8,7,8,13,2,0.9994304093810938,0.8243553049334159,1
1,4,14,1,6,6,1,0,1,0,0,18,6,11,4,11,0,0,6,9,4,12,2,0.6352584313077198,0.8286680787014361,0
8,5,11,28,6,4,1,0,1,0,1,18,6,6,6,13,0,0,8,9,6,14,2,1.0043711870618268,1.0020675677862285,0
1,2,12,28,6,10,1,0,1,0,1,18,8,8,7,13,0,0,8,11,8,13,-3,0.8413733967586178,0.8261204612431632,1
12,1,10,27,10,10,1,0,1,0,1,33,7,12,9,11,0,0,12,11,5,13,0,0.8354823502301637,0.8762118482725803,1
1,1,2,1,10,6,1,0,1,1,1,18,0,0,0,0,0,0,0,0,0,0,-3,-0.007419391319944651,-0.017874582331908834,0
9,3,5,1,5,8,1,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,3,-0.024492016716347393,0.003479570998183343,0
6,1,14,1,5,5,1,1,1,1,0,20,6,12,4,11,0,0,6,12,4,10,3,0.5230302753869941,0.39628678813037993,0
8,1,5,1,5,10,0,0,1,1,0,33,6,0,0,0,0,0,0,0,0,0,-1,0.014574810492544825,0.033420075816757565,0
12,1,3,24,8,1,0,0,1,0,0,32,6,11,0,14,0,0,6,15,0,0,0,0.40965875442610006,0.005175516904832575,1
8,4,15,14,5,8,1,0,1,0,0,18,5,6,5,12,0,0,5,6,5,14,0,1.0038007785358896,0.9998700931990478,1
14,1,5,27,4,7,1,0,1,1,1,20,11,17,6,13,0,5,16,10,11,13,-4,1.0041455664553192,0.9956138579674334,0
1,1,9,28,10,10,0,0,1,1,1,19,5,12,5,11,0,0,5,8,5,13,1,0.824812286884445,1.0014585728766994,1
1,3,14,27,6,5,1,1,1,0,0,21,5,5,2,0,0,0,5,6,0,0,1,0.1877715925158173,-0.03190603620017751,0
1,3,16,27,5,10,1,0,1,0,0,20,8,12,7,12,0,0,8,8,3,13,3,0.8290769275984651,0.9972846096052355,1
4,1,5,14,5,8,0,0,1,1,1,30,11,10,1,12,0,5,5,8,3,12,0,0.2657120533117416,0.3668713100230146,0
1,1,14,1,6,9,1,0,1,1,0,18,5,5,5,15,0,0,5,6,5,14,2,0.998844813205555,1.0005764600481968,0
8,1,9,27,12,9,0,0,1,1,0,46,5,11,2,11,2,0,5,6,3,10,-3,0.595645470311554,0.25324672754293703,0
1,1,11,28,10,7,1,0,1,1,1,20,6,7,6,12,0,0,6,8,6,12,0,1.009027856695197,1.0003911647507815,1
1,2,10,14,5,5,1,0,1,0,0,18,6,7,6,14,0,0,6,9,6,12,0,0.990869980665129,1.0094564863086941,1
12,1,2,4,6,3,0,0,0,0,0,22,6,0,0,0,0,0,6,0,0,0,0,-0.0015967946703605597,-0.00474880412747415,0
12,1,3,27,10,10,0,0,1,1,0,39,6,7,6,14,0,0,6,9,6,11,0,0.8337651461934579,0.9970824303340738,0
12,1,11,1,10,11,0,1,1,1,1,33,6,6,2,14,0,0,5,7,5,10,1,0.29869071395771757,0.49127401527285164,0
8,1,12,28,4,8,1,0,1,0,1,18,8,7,7,12,0,0,8,9,8,15,2,0.9955895201276358,0.9968417438957354,1
4,1,9,24,5,4,1,0,1,0,0,36,5,5,2,12,0,0,5,5,3,0,-3,0.8247934643424245,0.002491726288208878,0
1,3,12,27,10,9,1,0,1,1,0,18,8,8,7,14,0,0,8,8,7,12,-3,0.8263109419212462,0.8591489882100243,1
1,1,14,1,6,5,1,0,1,1,1,18,6,6,6,12,0,0,6,9,6,13,3,1.0036345735148067,0.848427940497675,1
1,3,12,1,10,10,1,0,1,0,1,18,7,8,6,14,0,0,8,9,8,13,-3,1.0038745949937102,1.0046131576596757,1
1,5,12,1,5,3,1,0,1,0,0,19,7,7,7,14,0,0,8,7,8,16,2,0.8398460800405466,0.9962316617399123,0
8,1,6,1,5,5,1,0,1,1,0,22,6,6,5,14,0,0,6,6,5,12,3,1.0025211170625752,1.0011904874288589,1
9,1,2,28,5,9,1,0,1,0,0,19,0,0,0,0,0,0,0,-1,0,0,0,0.023423820442447073,-0.00803967391345315,0
8,2,5,14,6,9,1,0,1,0,1,20,6,6,6,13,0,0,6,6,6,13,2,1.0115218158773953,1.004828523749174,1
1,1,9,27,10,9,1,0,1,0,0,20,5,5,2,10,0,0,5,5,0,14,-3,0.6225549953392302,0.8241885533799396,0
1,1,12,1,3,5,1,0,1,1,0,18,7,11,7,14,0,0,8,10,7,13,0,0.6648223640021533,0.8254949710002676,0
1,1,9,27,10,8,1,1,1,1,0,24,5,6,2,12,0,0,5,10,5,11,-1,0.45365281462402707,0.2800880846022652,0
1,1,9,27,10,4,1,0,1,1,0,25,5,6,2,10,2,0,5,8,0,10,-1,0.6550247649517679,-0.02188654556461383,0
1,1,15,3,5,9,1,0,1,1,0,19,6,6,5,13,0,0,6,8,6,13,3,1.0042541410272008,0.028068665928113877,1
8,2,5,28,6,4,1,0,1,0,1,19,6,8,6,12,0,0,6,10,4,14,0,1.0017478377525761,0.8503354397206228,1
1,3,9,1,5,9,1,0,1,0,0,19,5,6,2,13,0,0,5,9,3,14,1,0.9988232057542634,0.9891380997070321,0
12,1,9,27,10,7,0,0,1,0,1,48,5,5,2,11,0,0,5,5,5,12,-3,0.6132352699861456,0.9996206737407191,0
14,2,12,27,4,8,0,0,1,0,0,26,8,12,7,11,0,0,8,10,7,13,-3,0.8374403606197754,0.6515977459152142,1
8,1,15,27,10,6,0,0,1,0,0,42,6,1,2,10,0,0,6,8,3,0,1,0.29666377984050574,0.45398896751309104,0
1,1,14,1,10,4,1,0,1,1,1,19,6,6,6,14,0,0,6,6,6,13,-3,0.9934128186585136,0.9902500009941257,1
14,1,11,1,10,1,0,0,1,0,0,45,6,7,6,11,0,0,6,6,3,11,0,0.6918404761124505,0.8458232097106109,0
1,1,3,1,5,3,1,0,1,0,0,25,9,13,4,12,0,4,6,12,3,10,0,0.6635097681696125,0.4011728443391045,0
14,1,14,28,6,8,0,0,1,0,1,18,6,6,5,13,0,0,6,6,5,12,1,0.9936001538773973,1.0070944248375249,1
14,1,3,27,5,11,0,0,1,1,1,27,6,21,6,14,0,1,6,7,6,15,0,1.0041961338258698,1.0025254884130883,1
1,1,2,14,7,4,1,0,1,0,1,23,6,6,6,11,0,0,16,9,5,15,1,0.9944328893828787,1.0054754439275198,1
1,1,10,27,8,11,0,0,1,0,1,18,6,11,4,10,0,0,6,12,4,10,0,0.612131182382477,0.3800014222697078,0
1,5,14,28,5,4,1,0,1,0,0,19,5,8,5,12,0,0,6,9,0,11,2,0.6579099433526554,0.6701333359475665,1
1,5,2,2,6,3,1,0,0,0,0,20,0,13,2,10,0,0,0,0,0,0,0,-0.02366645623990165,-0.019996693629457354,0
1,1,14,27,10,6,1,0,1,0,0,19,7,11,5,10,0,0,6,12,5,12,1,0.6384552069797592,0.8282484077141247,1
1,5,10,14,4,12,1,0,1,0,0,19,6,7,6,12,0,0,7,7,8,12,0,0.9923265678734368,0.9906307455522704,1
12,1,12,27,10,10,0,0,1,0,1,34,8,9,4,14,0,1,8,7,3,12,-3,0.8521026462510064,0.8687357174174821,1
1,2,9,2,6,11,1,0,1,0,0,24,5,6,2,10,2,0,5,6,3,10,0,0.6267187659692451,0.7935315248930795,0
12,1,17,27,3,5,0,0,1,1,0,38,7,8,7,14,0,0,8,9,0,13,0,0.6598271130059675,0.8516397311581863,0
14,6,2,14,7,10,1,0,1,1,1,21,6,12,6,14,0,0,7,9,8,12,2,0.9991684749370002,0.9983810768680913,1
12,1,7,27,10,10,0,0,1,1,0,26,11,15,2,12,0,4,5,8,3,13,0,0.6001737305239102,0.38556180577461985,0
12,1,9,27,10,10,0,0,1,1,1,26,5,13,3,12,0,0,5,12,3,14,0,0.6226705893583409,0.35633647427478243,0
1,6,12,1,5,5,1,0,1,0,1,19,8,8,7,13,0,0,8,8,8,14,-3,1.0048127617161207,0.8772952486875003,1
1,1,14,1,10,9,1,0,1,1,1,19,6,11,6,13,0,0,6,7,6,13,3,0.8577880394991855,0.47354143987061026,0
15,1,8,27,5,10,0,0,1,0,1,19,6,6,6,12,0,0,6,7,6,13,0,1.000281047309987,0.995025916919523,1
12,1,3,14,5,1,1,0,0,0,0,51,3,5,0,0,0,0,6,6,0,0,-1,0.01460120009901226,0.015543439857998644,1
1,1,10,1,6,2,0,0,1,1,0,20,6,12,6,12,0,1,6,12,3,12,0,0.6395320173561265,0.4654419344207251,0
1,4,10,27,4,9,1,0,1,0,1,18,6,8,5,13,0,0,6,5,6,13,-3,1.0117884267061108,0.8459866282939547,1
1,1,5,1,5,13,0,0,1,1,0,19,6,7,6,13,0,0,6,9,6,13,0,1.0001207188244314,0.8318064870584613,1
1,1,11,27,10,9,0,0,1,0,1,45,7,0,0,0,0,0,6,8,0,0,-1,0.021024240435892603,0.007107381725897885,0
16,1,5,14,5,9,1,0,1,1,0,20,6,12,2,12,0,0,6,13,0,10,0,0.2478684992961089,0.47343763501867286,0
12,1,3,24,1,1,0,0,0,0,0,55,6,6,2,11,0,0,6,20,0,0,0,0.3305549677667063,0.008383119759745133,0
14,1,4,27,10,22,0,0,1,1,0,48,15,12,16,11,0,10,12,12,11,13,-3,1.0031086592788931,1.0106802317989747,1
14,1,17,27,10,10,0,0,1,1,0,34,7,12,9,14,6,4,8,13,3,12,0,0.67956937818468,0.5113399508077128,0
8,2,9,1,5,6,0,0,1,1,0,19,5,6,0,11,0,0,5,6,0,0,-3,0.9999424266697812,0.011770358457378133,1
8,2,14,14,5,6,1,0,1,0,0,19,6,8,5,11,0,0,5,8,5,12,-3,0.9946301761134081,0.9996222622939853,1
12,1,9,14,10,6,0,0,1,1,0,20,5,6,5,12,0,0,5,8,5,15,0,0.8339482196496396,0.833553608615816,1
4,5,2,3,5,3,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0.00736372581405199,0.006379219546206706,0
14,1,14,1,5,6,1,0,0,1,0,25,6,5,2,0,0,0,6,9,0,0,1,0.005728169617570887,0.002401788010996312,0
14,1,5,28,8,6,0,0,1,0,1,35,6,6,5,12,0,0,6,9,4,12,1,1.0120465961030487,1.0028706642660707,0
1,1,14,1,8,9,1,0,1,0,0,18,7,7,5,13,0,0,7,10,3,13,1,0.8542889743782645,0.3129720827243281,1
1,1,10,27,10,10,1,0,1,0,0,20,6,12,4,11,0,0,6,10,3,13,0,0.6411600282814285,0.811905611083794,0
1,3,12,1,5,9,1,0,1,0,1,18,7,7,7,13,0,0,7,9,8,13,2,0.6639912750059209,0.8347958275301566,1
16,4,11,1,10,4,1,0,0,1,0,19,6,6,6,13,0,0,6,6,6,13,3,1.000917555572331,1.001632129003018,0
14,1,14,28,5,10,1,0,1,0,1,25,6,5,5,11,1,0,5,5,6,13,0,1.0032145716738141,0.467092982284898,1
12,1,3,27,8,1,0,0,0,1,0,49,5,3,0,0,1,0,5,9,0,0,0,-0.009235536016341117,-0.010570469638801188,0
14,1,12,27,5,8,1,0,1,0,0,21,8,8,7,13,0,0,8,7,8,14,2,0.9924451806372547,0.9963685515545664,1
1,1,16,28,10,10,1,0,1,0,1,18,6,17,6,12,0,0,6,7,6,13,2,1.0028357323918278,1.0113909344072463,1
15,1,11,4,5,3,1,0,1,1,0,20,6,11,2,13,0,1,6,11,3,10,3,0.6963750674015631,0.35644461996693794,0
1,2,9,28,10,7,1,0,1,0,1,19,5,7,5,12,0,0,5,9,5,15,-3,0.9988774589141055,0.9926765336572103,1
1,1,14,1,29,4,0,0,1,1,0,18,6,7,6,12,0,0,6,7,6,15,0,1.002741640594979,1.0054671657374568,1
1,1,14,28,5,11,0,0,1,1,1,19,5,6,5,12,0,0,5,6,5,14,1,1.0035117315035753,1.0101146058721038,0
8,1,9,1,6,9,0,0,1,1,0,32,5,5,1,10,0,0,5,5,2,0,1,0.27850746190421377,0.650244518078487,0
12,1,9,27,1,1,0,0,1,0,0,29,5,9,0,11,0,0,5,10,0,0,0,0.297992833330852,-0.001104357245877024,0
1,1,9,14,2,11,1,0,1,1,0,27,5,6,3,13,0,0,5,8,5,12,1,1.000590797409319,0.4181383836580507,0
14,1,5,1,5,3,0,0,1,1,0,41,16,12,14,12,0,5,12,11,10,12,1,0.859149694906241,0.3623662790520764,1
12,1,4,27,10,10,1,0,1,1,0,27,6,0,0,0,0,0,6,7,0,0,0,0.03292027771185855,0.008601094833658202,0
1,1,6,1,5,11,0,0,1,0,0,19,6,6,0,0,0,0,6,5,0,0,2,0.023045509695525917,-0.00863206503232081,1
1,1,12,27,10,10,1,0,1,0,1,18,6,8,5,13,0,0,5,7,5,0,-3,0.9970247044706139,0.8264054287654783,1
8,1,14,27,5,6,1,0,1,0,1,19,6,6,6,11,0,0,6,9,5,12,2,1.0006468614705895,0.8060277254953684,1
1,1,9,27,10,10,1,0,0,1,0,20,7,14,2,10,0,0,5,14,3,10,-1,0.603201459530778,0.40694714607772714,0
14,1,10,27,10,8,0,0,1,0,1,23,6,14,6,12,0,0,6,6,6,16,0,1.0038474743005412,1.0000305979211859,1
14,1,9,1,29,12,0,0,1,1,0,22,5,6,4,13,0,0,5,9,3,12,-3,0.815631927265241,0.8302909475050838,1
1,1,17,1,6,7,1,0,1,1,0,23,5,5,4,11,0,0,5,6,5,14,2,1.001929266255664,0.8375172891686292,1
14,1,3,27,16,45,0,0,0,0,0,26,16,20,14,11,0,9,12,12,11,13,3,0.8668046147286065,1.017001146003912,0
12,1,3,28,5,2,0,0,1,0,0,25,6,12,5,12,0,2,6,18,6,11,0,0.8454855826134998,0.5503455566020591,0
15,1,11,14,10,6,1,0,1,0,0,38,6,11,3,12,0,0,6,12,3,10,1,0.6197022762808543,0.37877852288189895,0
8,1,15,27,8,7,1,0,1,0,1,18,6,6,6,11,0,0,6,6,6,13,1,0.9970729860750727,1.0084900346704961,1
13,3,9,14,5,9,1,0,0,1,0,26,5,5,0,0,0,0,5,8,0,0,3,-0.010194307446253572,-0.015315293759127921,0
12,1,11,28,10,10,1,0,1,1,0,27,6,12,4,12,0,0,6,10,6,13,0,0.6798892924599673,0.3570567353297684,0
12,1,14,27,8,10,0,0,1,1,0,27,6,15,6,11,0,0,6,9,0,0,0,0.2966155795167853,0.0005994710152372179,0
8,1,16,27,10,8,1,0,1,0,1,18,5,6,6,12,0,0,6,6,5,13,0,1.0021362823369364,1.0091324589021946,1
8,1,14,1,10,6,1,0,1,1,0,19,6,6,6,12,0,0,6,6,5,13,2,0.865617281911362,1.0104565418577551,1
8,3,5,1,5,4,1,0,1,0,0,19,6,5,6,14,0,0,6,6,6,12,2,0.9940356936723949,1.010370887493474,1
1,2,15,28,5,10,1,0,1,1,1,19,6,11,5,13,0,0,6,9,6,12,2,0.6573957095805341,0.36627454695809897,0
1,1,2,3,6,3,1,0,1,0,1,20,6,15,6,11,0,0,6,7,6,12,0,0.6160320121409455,0.5339617093391669,1
14,1,16,28,6,10,0,0,1,0,1,18,7,8,7,14,0,0,8,8,7,14,0,0.654347192189216,0.855601646451125,1
1,1,10,27,10,8,1,0,1,0,1,20,6,6,6,13,0,0,6,6,6,13,0,0.9975443350679715,0.9994208205281541,1
14,1,12,27,8,8,1,0,1,0,0,21,8,8,7,10,0,4,8,11,7,13,1,0.8414952371861082,0.8728574547515361,1
9,3,9,14,10,8,1,0,1,0,1,19,6,8,2,11,0,0,6,10,2,13,2,0.9975345729561738,0.4449448108339918,1
1,1,14,27,10,10,0,0,1,0,1,19,6,6,5,11,0,0,6,10,5,12,0,0.8422116826563955,0.9895839186514362,1
8,1,12,28,10,8,1,0,1,0,1,21,8,8,7,12,0,0,8,8,8,13,1,0.8601635493206448,1.0040984348890925,1
1,2,12,1,5,8,1,0,1,0,1,18,7,8,7,14,0,0,8,8,8,13,-3,1.0035705457871409,0.9919026690803708,1
12,1,9,27,3,10,0,0,1,0,1,44,5,8,5,11,0,0,5,9,5,13,-1,0.835497308799167,0.8392099978460765,1
1,3,12,1,6,11,0,0,1,1,1,18,8,7,6,11,0,0,8,7,6,13,2,0.9964673577089589,0.8488905255790999,1
1,1,14,14,5,12,0,0,1,0,0,23,6,6,5,14,0,0,5,6,6,15,1,1.006391312529879,1.001461108058017,1
15,1,4,2,10,3,0,1,0,1,0,24,6,4,0,0,0,0,0,5,0,0,-3,-0.0015109303050881062,0.033250318040557364,0
1,1,2,28,6,3,0,0,1,0,0,20,11,13,6,11,0,0,10,12,5,12,0,0.635846023759753,0.5606175323874845,0
14,1,3,1,10,1,0,0,1,0,1,28,6,25,6,12,0,11,6,7,6,14,0,0.998386078498469,1.0060998790006692,1
15,3,4,3,3,3,1,0,1,1,0,23,6,6,6,12,0,0,6,12,6,12,3,1.0155051820195553,0.6340108167323724,0
8,1,14,28,10,9,1,0,0,0,0,19,6,6,4,13,0,0,6,6,5,12,-3,1.0001978072286102,0.34144888337371077,0
8,3,2,1,10,4,1,0,1,1,1,35,5,0,0,0,2,0,5,0,0,0,-1,-0.002752143770114647,-0.005679859227960283,0
14,1,9,27,10,10,1,0,1,0,1,21,5,8,5,10,0,0,5,9,3,13,1,0.8273344903487078,0.8335904838537677,1
1,1,7,14,10,9,0,0,1,0,0,25,5,5,5,15,0,0,5,7,5,13,1,0.9972894209595898,0.9941121219987785,1
8,1,10,27,10,10,0,0,1,0,0,24,6,15,6,11,0,0,6,7,6,12,0,1.0020980761218616,1.0044158927724594,1
1,1,12,1,4,11,1,0,1,1,0,18,8,8,7,15,0,0,8,8,8,13,0,1.0082980891848397,0.9983031833549583,0
12,1,9,27,12,12,0,0,1,1,0,30,5,5,0,0,0,0,5,5,0,0,-3,0.029899928935969947,0.023544197725238414,0
12,1,17,14,7,7,0,0,1,1,0,30,5,8,2,13,0,0,5,18,5,11,1,0.6001810832491006,0.3429485247851579,1
1,1,12,28,6,6,1,0,1,1,0,18,6,7,6,13,0,0,6,10,3,12,0,0.6471988766492794,0.36811626365312783,0
8,3,6,27,6,6,1,0,1,0,1,18,6,5,4,11,0,0,6,6,5,11,0,0.986008558875875,1.0073899762525091,1
1,1,2,28,5,12,0,0,0,1,0,25,0,0,0,0,0,0,5,0,0,0,2,0.006070616214808063,0.0007373898086174697,0
9,1,9,27,10,10,1,0,1,0,0,22,5,5,5,14,0,0,5,9,5,14,1,0.1386268326309163,0.9875246668803735,1
4,1,16,10,5,9,0,0,1,0,0,19,7,10,7,12,0,0,8,9,3,14,0,1.003831253824562,0.30573782061147503,0
1,2,9,28,5,6,1,0,1,0,0,20,5,11,5,13,0,0,5,7,5,15,1,1.0098500390459124,0.8049416676109042,1
1,3,9,14,10,10,1,0,1,1,1,18,5,6,6,13,0,0,5,5,6,13,-3,0.9889245732664255,1.0039864540846417,1
16,0,17,28,5,10,1,0,1,0,0,25,17,19,17,14,0,11,12,15,11,12,-4,0.9956133333193176,0.9975956783098343,0
1,9,16,14,32,2,1,0,1,1,0,21,6,13,4,13,0,4,6,12,4,12,0,0.6177775849374184,0.18127927998123014,0
14,1,17,27,10,10,1,0,1,1,0,22,5,7,5,11,0,0,5,10,5,14,-3,0.982389929746669,0.9907470914577758,1
