Unnamed: 0,Application mode,Application order,Course,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP,units_approved_rate_1st,units_approved_rate_2nd,Target_Graduate
1893,1,1,2,3,5,9,1,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
1894,9,1,2,1,5,4,1,0,1,0,0,23,17,18,17,11,0,16,17,17,17,12,1,1.0,1.0,1
1895,1,1,5,14,8,10,1,0,1,0,0,19,6,10,2,10,0,0,6,6,3,11,0,0.3333333333333333,0.5,0
1896,1,1,6,27,9,9,0,0,1,0,0,21,6,13,4,12,0,0,6,17,2,11,2,0.6666666666666666,0.3333333333333333,0
1897,1,1,15,3,3,3,1,1,0,0,0,18,6,7,5,12,0,0,6,11,4,11,2,0.8333333333333334,0.6666666666666666,0
1898,1,1,2,10,5,2,1,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,1
1899,17,1,6,1,3,9,1,0,1,0,0,21,11,15,10,14,0,4,9,15,8,14,3,0.9090909090909091,0.8888888888888888,1
1900,14,1,15,27,4,1,0,1,1,0,0,20,6,7,6,13,0,0,6,8,6,12,1,1.0,1.0,1
1901,13,1,6,7,5,5,0,0,1,0,0,24,11,29,9,12,6,4,10,21,9,12,-3,0.8181818181818182,0.9,1
1902,1,1,8,1,5,5,1,0,1,0,0,18,6,9,6,15,0,0,6,9,6,14,0,1.0,1.0,1
1903,8,1,12,1,5,11,1,0,1,0,0,18,7,7,6,13,0,0,7,7,6,13,0,0.8571428571428571,0.8571428571428571,1
1904,1,1,15,1,8,10,1,0,1,0,0,19,6,7,6,12,0,0,6,7,6,11,2,1.0,1.0,1
1905,15,1,10,27,5,9,1,0,1,0,1,20,6,6,6,13,0,2,6,6,6,14,0,1.0,1.0,1
1906,1,6,12,10,6,10,1,0,1,0,0,18,7,7,7,13,0,0,8,8,8,15,1,1.0,1.0,1
1907,1,6,12,1,10,11,1,0,1,0,0,18,8,8,7,12,0,0,8,8,7,12,1,0.875,0.875,1
1908,8,1,16,14,4,10,1,0,1,0,0,19,6,8,5,12,0,0,6,8,5,11,-4,0.8333333333333334,0.8333333333333334,0
1909,1,1,12,3,3,3,1,0,1,0,0,19,7,7,6,14,0,0,7,7,6,14,0,0.8571428571428571,0.8571428571428571,1
1910,1,2,14,14,5,6,1,0,1,0,0,18,6,8,5,13,0,0,6,8,5,14,0,0.8333333333333334,0.8333333333333334,1
1911,1,2,12,27,6,8,1,0,1,0,0,20,8,8,8,12,0,0,8,8,8,12,-3,1.0,1.0,1
1912,1,2,13,1,10,4,1,0,1,0,0,18,7,8,7,13,0,0,8,8,8,15,0,1.0,1.0,1
1913,8,3,3,27,4,4,0,1,0,0,0,18,6,9,3,10,0,0,6,12,0,0,0,0.5,0.0,0
1914,1,1,16,10,10,5,1,0,1,0,0,18,6,8,5,15,0,0,6,7,5,12,0,0.8333333333333334,0.8333333333333334,1
1915,1,4,12,27,5,9,1,0,1,0,0,18,7,7,6,13,0,0,7,7,6,13,0,0.8571428571428571,0.8571428571428571,1
1916,8,5,12,28,6,9,1,0,1,0,1,18,7,7,6,12,0,0,7,7,6,12,0,0.8571428571428571,0.8571428571428571,1
1917,1,4,12,28,10,11,1,0,1,0,0,20,7,7,7,12,0,0,8,12,8,12,0,1.0,1.0,1
1918,1,2,5,27,10,10,1,0,1,0,1,22,6,10,5,10,0,0,6,7,5,12,-1,0.8333333333333334,0.8333333333333334,1
1919,14,1,14,14,2,2,0,1,1,0,0,20,6,12,5,12,0,0,6,8,5,14,0,0.8333333333333334,0.8333333333333334,0
1920,15,1,6,1,4,8,1,0,1,0,0,20,6,11,5,14,0,0,6,12,2,13,0,0.8333333333333334,0.3333333333333333,0
1921,1,2,10,28,10,9,1,0,1,0,0,18,6,7,6,13,0,0,6,6,6,14,-3,1.0,1.0,1
1922,1,1,16,1,10,2,0,0,1,0,0,18,6,8,5,12,0,0,6,14,3,10,-3,0.8333333333333334,0.5,0
1923,8,3,9,28,6,2,0,0,1,0,0,18,5,5,5,13,0,0,5,6,4,12,-3,1.0,0.8,1
1924,8,1,14,28,5,8,0,1,1,0,1,18,6,7,1,14,0,0,6,6,0,0,-4,0.16666666666666666,0.0,0
1925,8,1,10,1,5,11,0,0,1,0,0,19,8,8,8,13,0,1,6,8,5,14,2,1.0,0.8333333333333334,1
1926,1,1,6,14,10,5,1,0,1,0,1,19,5,7,5,12,0,0,5,8,5,12,1,1.0,1.0,1
1927,8,2,15,14,10,10,0,0,1,0,1,18,6,7,6,13,0,0,6,6,6,12,0,1.0,1.0,1
1928,1,1,5,28,10,6,0,0,0,0,1,18,6,7,5,11,0,0,6,7,5,13,3,0.8333333333333334,0.8333333333333334,0
1929,8,3,12,1,10,10,1,0,1,0,1,18,7,7,7,14,0,0,8,9,8,15,2,1.0,1.0,1
1930,1,4,12,1,2,2,1,0,1,0,0,18,7,10,7,13,0,0,8,8,8,13,-4,1.0,1.0,1
1931,8,1,14,28,6,8,1,0,1,0,0,19,6,7,6,14,0,0,6,7,6,12,1,1.0,1.0,1
1932,8,2,10,14,4,4,1,0,1,0,0,18,6,9,5,11,0,0,6,9,4,11,3,0.8333333333333334,0.6666666666666666,1
1933,12,1,12,27,10,5,0,0,1,0,1,25,8,8,8,13,0,0,8,8,8,13,-3,1.0,1.0,1
1934,1,4,12,28,10,10,1,0,1,0,1,19,7,7,6,12,0,0,8,11,7,12,1,0.8571428571428571,0.875,1
1935,8,6,12,28,4,4,1,0,1,0,0,18,7,7,7,13,0,0,8,9,8,13,2,1.0,1.0,1
1936,8,1,8,1,3,11,1,0,1,0,0,19,6,8,6,13,0,0,6,9,4,12,0,1.0,0.6666666666666666,1
1937,1,1,12,28,5,6,0,0,1,0,0,18,7,7,6,13,0,0,7,7,6,13,0,0.8571428571428571,0.8571428571428571,1
1938,12,1,6,14,5,11,0,0,1,0,0,24,6,11,5,13,0,1,6,12,1,12,0,0.8333333333333334,0.16666666666666666,0
1939,1,2,15,3,4,5,1,0,1,0,0,21,6,8,5,12,0,0,6,7,5,11,2,0.8333333333333334,0.8333333333333334,1
1940,1,2,11,1,10,5,1,0,1,0,1,18,6,9,6,13,0,0,6,6,6,12,3,1.0,1.0,1
1941,1,1,10,28,10,7,1,0,1,0,0,18,6,6,6,13,0,0,6,6,6,13,3,1.0,1.0,1
1942,1,1,5,14,10,10,0,0,1,0,1,20,6,6,6,15,0,0,6,6,6,14,2,1.0,1.0,1
1943,1,1,5,14,4,6,1,0,1,0,0,19,6,6,6,12,0,0,6,8,5,11,1,1.0,0.8333333333333334,1
1944,1,2,15,14,5,8,1,0,1,0,1,19,6,7,6,13,0,0,6,7,6,13,0,1.0,1.0,0
1945,1,4,12,27,10,10,1,0,1,0,0,30,7,7,7,14,0,0,8,8,8,14,1,1.0,1.0,1
1946,1,1,12,28,6,4,0,0,1,0,0,18,8,8,8,14,0,0,8,8,8,14,-3,1.0,1.0,1
1947,8,1,6,14,5,11,1,0,1,0,0,18,5,8,4,11,1,0,5,8,3,14,-1,0.8,0.6,1
1948,1,1,15,28,10,10,1,0,1,0,1,18,6,6,6,13,0,0,6,6,6,13,-3,1.0,1.0,1
1949,9,1,12,27,6,6,0,0,1,0,0,20,7,13,6,11,0,0,8,9,7,12,-4,0.8571428571428571,0.875,1
1950,1,1,11,28,5,8,0,0,1,0,0,19,6,0,0,0,0,0,6,0,0,0,2,0.0,0.0,0
1951,14,2,11,14,10,10,1,0,1,0,0,19,6,0,0,0,0,0,6,12,0,0,1,0.0,0.0,0
1952,1,1,2,27,8,8,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
1953,1,4,11,28,6,7,1,0,1,0,1,18,6,7,6,12,0,0,6,6,6,12,3,1.0,1.0,1
1954,1,4,12,14,3,4,1,0,1,0,0,17,8,14,5,12,0,0,8,14,5,12,1,0.625,0.625,0
1955,9,1,16,28,5,1,1,0,1,0,0,19,7,10,6,12,0,0,7,9,6,13,1,0.8571428571428571,0.8571428571428571,1
1956,1,4,10,1,5,6,1,0,1,0,0,18,6,9,5,11,0,0,6,8,2,11,0,0.8333333333333334,0.3333333333333333,0
1957,4,1,12,27,5,5,0,0,1,0,0,25,8,8,7,14,0,0,8,8,7,14,1,0.875,0.875,1
1958,1,1,10,28,5,10,1,0,1,0,0,19,6,11,5,10,0,0,6,10,6,11,2,0.8333333333333334,1.0,0
1959,17,1,6,1,10,10,1,1,0,0,0,24,9,9,8,13,0,4,9,13,6,13,3,0.8888888888888888,0.6666666666666666,0
1960,1,1,10,1,5,10,1,1,1,0,1,19,6,6,6,12,0,0,6,6,6,12,-3,1.0,1.0,1
1961,9,1,12,1,10,5,0,0,1,0,1,20,8,8,0,0,8,0,8,8,0,0,-3,0.0,0.0,0
1962,1,1,14,1,6,5,1,0,1,0,1,20,6,9,5,13,0,0,6,6,5,13,1,0.8333333333333334,0.8333333333333334,1
1963,1,2,12,1,5,5,1,0,1,0,1,20,7,8,7,12,0,0,8,8,8,13,0,1.0,1.0,1
1964,8,1,6,3,5,2,1,0,1,0,0,19,5,10,4,11,1,0,5,10,3,10,-1,0.8,0.6,1
1965,4,1,4,1,3,5,1,0,1,0,0,31,12,12,11,13,0,4,12,16,12,13,-4,0.9166666666666666,1.0,1
1966,1,1,6,14,4,5,0,0,1,0,0,20,5,12,3,12,2,0,5,8,3,13,-3,0.6,0.6,1
1967,1,3,6,2,5,4,1,0,1,0,0,18,5,14,3,12,2,0,5,8,5,11,-3,0.6,1.0,0
1968,8,1,16,1,4,5,0,1,1,0,0,18,6,8,4,13,0,0,6,10,3,10,-1,0.6666666666666666,0.5,0
1969,1,4,14,2,5,8,1,0,1,0,0,18,6,7,6,13,0,0,6,9,5,15,0,1.0,0.8333333333333334,1
1970,16,1,10,3,6,3,0,1,1,0,0,20,11,18,8,12,0,4,10,10,3,11,2,0.7272727272727273,0.3,0
1971,8,1,6,14,3,5,1,0,1,0,1,20,6,6,6,14,0,0,6,8,6,12,3,1.0,1.0,1
1972,8,2,14,14,6,5,0,0,1,0,1,19,6,7,5,11,0,0,6,10,5,13,1,0.8333333333333334,0.8333333333333334,0
1973,8,1,9,14,5,7,0,0,1,0,1,21,5,6,5,11,0,0,5,6,5,12,-1,1.0,1.0,1
1974,1,4,12,10,4,11,1,0,1,0,0,18,7,8,7,13,0,0,8,9,8,13,1,1.0,1.0,1
1975,16,1,5,1,5,5,1,0,1,0,0,21,10,10,10,13,0,5,11,11,10,11,2,1.0,0.9090909090909091,0
1976,1,4,12,14,4,4,1,0,1,0,0,19,7,12,4,12,0,0,7,7,7,12,2,0.5714285714285714,1.0,0
1977,15,1,10,14,29,15,0,0,1,0,0,20,6,6,6,13,0,2,6,9,5,12,0,1.0,0.8333333333333334,1
1978,15,1,6,2,4,4,0,0,1,0,0,20,6,7,6,14,0,0,6,9,3,13,0,1.0,0.5,0
1979,1,1,14,1,10,10,1,0,1,0,1,18,6,8,5,13,0,0,6,6,6,14,1,0.8333333333333334,1.0,1
1980,1,1,9,14,10,10,1,0,1,0,1,18,5,8,4,10,0,0,5,5,5,13,1,0.8,1.0,1
1981,8,1,10,14,8,8,1,0,1,0,1,18,6,9,6,11,0,0,6,9,6,11,3,1.0,1.0,1
1982,14,1,6,27,7,7,1,0,1,0,1,21,7,15,3,13,2,1,5,12,5,13,1,0.42857142857142855,1.0,1
1983,1,1,12,14,6,9,0,0,1,0,0,18,7,7,6,13,0,0,7,7,6,13,0,0.8571428571428571,0.8571428571428571,1
1984,1,1,12,1,6,6,1,0,1,0,1,18,8,8,8,14,0,0,8,8,8,14,-3,1.0,1.0,1
1985,8,2,11,27,10,8,1,0,1,0,1,20,6,10,4,11,0,0,6,10,4,11,-1,0.6666666666666666,0.6666666666666666,1
1986,13,1,12,27,10,10,0,0,1,0,1,32,8,8,8,14,0,0,8,8,8,14,-3,1.0,1.0,1
1987,12,1,17,27,10,11,0,0,1,0,0,34,5,5,0,0,0,0,5,5,0,0,-3,0.0,0.0,0
1988,1,2,12,27,4,4,1,0,1,0,1,23,7,8,6,12,0,0,8,9,8,12,2,0.8571428571428571,1.0,1
1989,1,5,14,1,5,11,1,0,1,0,0,18,6,10,4,11,0,0,6,11,5,12,3,0.6666666666666666,0.8333333333333334,0
1990,8,1,3,14,6,6,0,0,1,0,0,18,6,8,5,12,0,0,6,10,5,12,1,0.8333333333333334,0.8333333333333334,1
1991,14,1,2,27,10,10,1,0,1,0,0,34,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
1992,12,1,3,1,5,8,0,1,1,0,0,25,6,6,6,11,0,0,6,6,4,11,3,1.0,0.6666666666666666,0
1993,1,1,9,28,31,40,0,0,1,0,0,21,5,7,5,12,0,0,5,7,5,11,2,1.0,1.0,1
1994,1,1,11,7,1,1,1,0,1,0,1,20,6,12,0,0,0,0,6,12,0,0,0,0.0,0.0,0
1995,1,5,10,14,1,3,1,0,1,0,0,18,6,8,6,11,0,0,6,6,6,11,0,1.0,1.0,1
1996,8,1,6,27,5,9,1,0,1,0,0,18,6,8,6,13,0,0,6,15,6,13,1,1.0,1.0,1
1997,8,1,15,27,10,10,0,0,1,0,0,18,6,7,6,12,0,0,6,6,6,13,0,1.0,1.0,1
1998,12,1,3,28,5,8,1,0,1,0,0,24,6,10,1,10,0,0,6,12,0,0,-3,0.16666666666666666,0.0,0
1999,16,1,9,14,10,8,0,1,0,0,0,32,15,17,14,10,0,13,13,13,13,11,0,0.9333333333333333,1.0,1
2000,12,1,11,1,10,7,1,1,0,0,0,24,6,14,6,11,0,0,6,16,3,10,3,1.0,0.5,0
2001,1,1,10,27,10,6,0,0,1,0,1,18,6,6,6,13,0,0,6,7,0,0,-4,1.0,0.0,0
2002,16,1,11,28,10,10,0,0,1,0,0,28,6,8,6,12,0,0,6,8,5,12,3,1.0,0.8333333333333334,1
2003,8,5,16,28,5,9,1,0,1,0,1,18,6,8,6,11,0,0,6,9,4,12,1,1.0,0.6666666666666666,0
2004,4,1,16,24,1,1,1,0,0,0,0,24,6,12,0,0,0,0,5,10,0,0,-3,0.0,0.0,0
2005,1,1,6,27,5,11,0,0,1,0,0,19,5,7,5,14,0,0,5,6,5,13,0,1.0,1.0,1
2006,12,1,3,27,10,9,0,0,1,0,0,44,6,6,6,14,0,0,6,6,6,14,1,1.0,1.0,1
2007,7,3,6,27,10,3,1,0,1,0,1,18,6,14,6,14,0,0,6,9,6,12,-4,1.0,1.0,1
2008,1,1,2,27,10,8,1,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
2009,1,6,15,1,12,12,0,0,1,0,0,22,6,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0
2010,9,1,16,27,10,6,0,0,1,0,1,18,7,9,6,12,0,0,7,7,6,12,2,0.8571428571428571,0.8571428571428571,1
2011,12,1,17,27,10,5,0,0,1,0,0,44,5,5,5,11,0,0,5,5,5,12,-4,1.0,1.0,1
2012,12,1,16,1,6,4,0,1,1,0,0,33,6,7,5,13,0,0,6,7,5,10,0,0.8333333333333334,0.8333333333333334,0
2013,12,1,16,27,10,10,0,1,0,0,0,32,6,6,0,0,0,0,5,10,0,0,1,0.0,0.0,0
2014,12,1,4,14,5,5,0,0,0,0,0,35,6,0,0,0,0,0,6,0,0,0,-4,0.0,0.0,0
2015,1,1,10,14,7,7,1,0,1,0,0,20,6,6,6,11,0,0,6,7,6,13,2,1.0,1.0,1
2016,12,1,11,1,7,7,1,0,1,0,0,24,6,8,5,12,0,0,6,7,5,12,-3,0.8333333333333334,0.8333333333333334,1
2017,1,1,12,1,10,11,0,0,1,0,0,19,7,7,7,13,0,0,8,9,8,14,0,1.0,1.0,1
2018,1,1,11,14,6,6,1,0,1,0,0,21,6,8,5,11,0,0,6,6,5,13,1,0.8333333333333334,0.8333333333333334,0
2019,1,2,15,1,5,10,1,0,1,1,1,19,6,7,6,13,0,0,6,6,6,13,-1,1.0,1.0,1
2020,13,1,4,1,10,6,1,0,0,1,0,27,6,10,0,0,0,0,6,8,0,0,-4,0.0,0.0,0
2021,12,1,16,1,10,5,0,0,0,0,0,30,6,0,0,0,0,0,6,0,0,0,-1,0.0,0.0,0
2022,8,4,2,28,10,10,1,0,1,1,0,21,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
2023,1,1,5,10,6,9,1,0,1,1,0,19,6,6,6,11,0,0,6,8,6,12,3,1.0,1.0,1
2024,12,1,17,27,10,11,0,0,1,0,0,34,5,12,2,11,0,0,5,9,4,11,-3,0.4,0.8,0
2025,14,1,12,14,5,11,0,0,1,1,0,18,7,7,7,11,0,0,8,10,7,12,0,1.0,0.875,1
2026,1,1,2,2,4,4,1,0,1,1,0,21,0,0,0,0,0,0,0,0,0,0,-3,0.0,0.0,1
2027,1,2,2,29,2,4,1,0,1,1,0,17,0,0,0,0,0,0,0,0,0,0,-4,0.0,0.0,0
2028,1,1,12,27,5,10,1,0,1,0,1,19,7,7,6,12,0,0,7,7,6,12,0,0.8571428571428571,0.8571428571428571,1
2029,1,1,15,28,10,7,1,0,1,1,0,18,6,6,6,13,0,0,6,6,6,13,-1,1.0,1.0,1
2030,8,2,12,14,10,11,1,0,1,0,0,19,7,7,7,14,0,0,8,8,8,14,2,1.0,1.0,1
2031,12,1,11,27,10,10,0,1,1,0,0,45,10,12,5,12,4,2,8,8,0,0,-1,0.5,0.0,0
2032,12,1,6,27,10,7,1,0,1,0,0,26,6,17,6,12,0,0,6,21,4,12,-4,1.0,0.6666666666666666,1
2033,12,2,17,27,10,10,1,0,1,1,0,51,4,4,0,0,0,0,5,0,0,0,-1,0.0,0.0,0
2034,12,1,15,27,7,7,0,1,1,1,1,49,6,8,6,12,0,0,6,7,6,14,1,1.0,1.0,1
2035,13,1,12,14,3,9,0,0,1,1,0,22,6,7,3,14,0,4,7,8,4,14,-4,0.5,0.5714285714285714,0
2036,8,1,9,27,6,10,1,0,1,1,0,22,5,8,2,10,0,0,5,7,1,10,0,0.4,0.2,0
2037,4,1,8,3,2,2,0,0,1,0,0,33,5,11,2,11,1,1,5,8,2,12,-3,0.4,0.4,0
2038,5,1,14,27,10,10,0,0,1,0,0,20,5,6,5,11,0,0,5,6,4,11,-3,1.0,0.8,1
2039,1,4,10,14,8,8,1,0,1,0,1,18,6,6,6,12,0,0,6,6,6,11,1,1.0,1.0,1
2040,1,5,16,27,10,10,1,1,0,0,0,20,6,9,3,11,0,0,6,10,2,11,1,0.5,0.3333333333333333,0
2041,18,1,17,27,5,7,0,0,1,0,0,37,10,11,7,13,0,5,10,11,10,11,3,0.7,1.0,1
2042,1,1,11,1,10,4,1,0,1,1,0,18,6,6,6,13,0,0,6,6,6,13,0,1.0,1.0,1
2043,1,3,11,14,10,10,1,0,1,0,0,19,6,6,6,12,0,0,6,6,6,12,1,1.0,1.0,1
2044,15,1,6,14,4,4,1,0,1,0,0,21,6,7,6,13,0,1,6,15,4,12,1,1.0,0.6666666666666666,1
2045,1,2,12,1,10,2,0,0,1,0,0,20,7,9,6,12,0,0,8,9,7,12,0,0.8571428571428571,0.875,1
2046,1,2,12,1,8,8,1,0,1,0,0,19,7,0,0,0,0,0,8,0,0,0,0,0.0,0.0,0
2047,8,2,13,14,8,8,1,0,1,0,0,20,7,13,4,13,0,0,7,11,4,11,2,0.5714285714285714,0.5714285714285714,0
2048,8,4,12,1,3,6,1,0,1,0,0,18,7,7,7,13,0,0,8,8,8,15,0,1.0,1.0,1
2049,1,4,12,14,10,8,1,0,1,0,0,19,8,8,7,13,0,0,8,8,7,13,-1,0.875,0.875,1
2050,1,1,10,28,10,4,0,0,1,0,0,18,6,13,4,11,0,0,6,12,5,10,-4,0.6666666666666666,0.8333333333333334,1
2051,8,1,10,28,8,8,1,0,1,0,1,18,6,6,6,11,0,0,6,7,6,12,-4,1.0,1.0,1
2052,1,2,15,14,5,6,1,0,1,0,0,18,5,7,2,10,0,0,1,1,0,0,-1,0.4,0.0,0
2053,1,6,12,28,4,10,1,0,1,0,0,19,7,10,5,13,0,0,7,8,6,13,1,0.7142857142857143,0.8571428571428571,0
2054,1,2,13,14,5,6,1,0,1,0,1,18,7,8,7,12,0,0,8,8,8,14,0,1.0,1.0,1
2055,1,1,5,14,10,9,1,0,1,0,1,19,6,6,6,14,0,0,6,6,6,13,2,1.0,1.0,1
2056,17,1,4,14,10,8,0,1,1,0,1,24,12,13,12,12,0,5,11,13,11,12,3,1.0,1.0,1
2057,15,1,6,27,10,10,0,0,1,0,0,20,6,8,6,13,0,1,6,18,2,12,1,1.0,0.3333333333333333,0
2058,1,1,9,14,6,8,1,0,1,0,1,21,5,6,5,12,1,0,5,7,4,11,-3,1.0,0.8,1
2059,15,1,6,27,5,11,0,1,0,0,0,20,6,13,4,13,0,1,6,11,5,12,0,0.6666666666666666,0.8333333333333334,0
2060,8,6,12,27,4,10,1,0,1,0,1,19,7,7,7,13,0,0,8,9,8,13,0,1.0,1.0,1
2061,8,5,13,14,10,9,1,0,1,0,1,19,7,8,7,13,0,0,8,8,8,13,1,1.0,1.0,1
2062,1,3,12,1,10,10,1,0,1,0,0,18,8,8,7,13,0,0,8,8,7,13,-1,0.875,0.875,1
2063,1,1,6,28,5,8,1,0,1,0,0,19,6,12,5,14,0,0,6,14,5,11,0,0.8333333333333334,0.8333333333333334,1
2064,8,4,9,14,10,10,1,0,1,0,0,21,5,5,5,12,0,0,5,5,5,13,3,1.0,1.0,1
2065,1,2,16,28,10,9,1,0,1,0,1,19,6,7,6,14,0,0,6,6,6,15,-4,1.0,1.0,1
2066,1,5,11,1,8,11,1,0,1,0,1,18,6,7,6,13,0,0,6,6,6,12,3,1.0,1.0,1
2067,8,5,5,1,5,5,1,0,1,0,1,17,6,6,6,13,0,0,6,6,6,12,-4,1.0,1.0,1
2068,9,4,16,28,5,11,1,0,1,0,0,19,6,8,5,12,0,0,6,8,5,11,-4,0.8333333333333334,0.8333333333333334,0
2069,8,6,9,1,10,8,1,0,0,1,0,23,5,9,3,10,1,0,5,9,3,12,-3,0.6,0.6,0
2070,1,1,14,27,2,11,1,0,1,0,0,19,6,7,6,12,0,0,6,10,6,11,3,1.0,1.0,1
2071,1,1,12,3,10,5,1,0,1,0,0,18,7,7,6,12,0,0,7,7,6,12,0,0.8571428571428571,0.8571428571428571,1
2072,1,1,14,28,6,10,1,0,1,0,0,20,6,9,6,13,0,0,6,8,5,13,-4,1.0,0.8333333333333334,1
2073,1,3,6,14,10,10,1,0,1,0,1,19,5,6,5,14,0,0,5,5,5,13,1,1.0,1.0,1
2074,1,1,10,28,4,10,1,0,1,0,1,18,6,6,6,14,0,0,6,6,6,13,1,1.0,1.0,1
2075,8,2,10,27,10,5,0,0,1,0,1,19,6,7,6,14,0,0,6,6,6,15,0,1.0,1.0,1
2076,1,4,10,1,5,11,1,0,1,0,0,19,6,8,6,11,0,0,6,6,6,12,1,1.0,1.0,1
2077,8,1,12,27,5,9,1,0,1,0,0,18,8,9,8,14,1,0,8,9,8,14,-3,1.0,1.0,1
2078,8,2,12,3,4,7,1,0,1,0,0,18,7,8,7,12,0,0,8,9,7,13,0,1.0,0.875,1
2079,1,5,12,28,8,8,1,0,1,0,1,19,7,7,6,14,0,0,7,7,6,14,0,0.8571428571428571,0.8571428571428571,1
2080,1,1,12,27,10,10,0,0,1,0,1,19,8,12,7,12,0,0,8,12,7,12,-1,0.875,0.875,1
2081,1,1,12,4,3,2,0,0,1,0,0,19,7,7,6,14,0,0,7,7,6,14,0,0.8571428571428571,0.8571428571428571,1
2082,1,2,12,27,10,9,1,0,1,0,0,21,7,11,7,14,0,0,8,8,8,14,-4,1.0,1.0,1
2083,1,3,15,1,3,4,1,0,1,0,0,18,6,7,6,14,0,0,6,6,6,14,0,1.0,1.0,1
2084,1,1,15,27,10,10,0,0,1,0,1,19,6,7,6,14,0,0,6,6,6,13,2,1.0,1.0,1
2085,1,4,15,27,13,12,0,0,0,0,0,18,4,4,0,0,0,0,4,4,0,0,-1,0.0,0.0,0
2086,4,1,3,1,5,5,0,0,1,0,0,30,6,0,0,0,0,0,6,0,0,0,1,0.0,0.0,0
2087,8,1,8,2,4,7,1,0,1,0,0,18,6,8,6,15,0,0,6,8,5,15,0,1.0,0.8333333333333334,0
2088,1,3,12,14,5,9,1,0,1,0,1,20,7,7,6,12,0,0,7,7,6,12,0,0.8571428571428571,0.8571428571428571,1
2089,12,1,14,1,5,8,0,1,0,0,0,25,5,5,5,11,0,0,5,5,5,12,-3,1.0,1.0,0
2090,1,5,12,27,6,8,1,0,1,0,0,18,7,7,6,14,0,0,7,7,6,14,0,0.8571428571428571,0.8571428571428571,1
2091,1,3,6,14,5,8,1,0,1,0,0,21,5,13,5,12,2,0,5,10,3,11,-3,1.0,0.6,0
2092,1,1,12,4,3,2,0,0,1,0,0,18,8,8,7,15,0,0,8,8,7,15,-1,0.875,0.875,1
2093,1,1,12,27,10,10,1,0,1,0,0,18,7,7,6,15,0,0,7,7,6,15,0,0.8571428571428571,0.8571428571428571,1
2094,8,1,16,3,3,3,1,0,0,0,0,29,6,9,6,16,0,0,6,8,5,15,-1,1.0,0.8333333333333334,0
2095,14,1,8,3,3,3,0,0,1,0,0,20,17,29,14,12,4,7,12,24,12,12,-4,0.8235294117647058,1.0,1
2096,4,1,12,1,5,5,0,0,1,0,0,26,7,0,0,0,0,0,8,0,0,0,0,0.0,0.0,0
2097,1,2,10,1,8,8,1,0,1,0,0,21,6,8,5,12,0,0,6,6,6,12,1,0.8333333333333334,1.0,1
2098,9,1,12,14,6,6,0,0,1,0,1,19,8,9,8,13,1,0,8,9,8,13,-3,1.0,1.0,1
2099,8,2,11,14,6,6,1,1,1,0,0,19,6,10,6,12,0,0,6,8,5,11,0,1.0,0.8333333333333334,0
2100,8,1,15,28,10,6,0,0,1,0,0,21,6,8,5,11,0,0,6,8,5,11,-4,0.8333333333333334,0.8333333333333334,0
2101,9,1,3,1,5,4,0,1,1,0,0,20,6,13,4,10,0,0,6,15,4,12,0,0.6666666666666666,0.6666666666666666,1
2102,1,6,12,27,10,9,1,0,1,0,1,18,7,8,7,13,0,0,8,8,8,14,-4,1.0,1.0,1
2103,1,2,15,14,4,1,1,0,0,0,0,20,6,10,4,12,0,0,6,15,3,10,0,0.6666666666666666,0.5,0
2104,1,1,10,28,10,10,0,0,1,0,1,20,6,9,6,11,0,0,6,7,6,14,0,1.0,1.0,1
2105,14,1,12,14,5,8,0,0,1,0,1,18,7,11,5,12,0,0,7,7,2,13,0,0.7142857142857143,0.2857142857142857,0
2106,7,1,5,1,4,4,1,0,1,0,0,18,6,6,1,15,0,0,6,7,4,12,-3,0.16666666666666666,0.6666666666666666,0
2107,1,1,15,27,10,10,1,0,1,0,0,18,6,6,6,13,0,0,6,9,5,13,-3,1.0,0.8333333333333334,1
2108,8,1,6,14,3,10,1,0,1,0,0,18,5,12,2,11,0,0,5,12,3,11,1,0.4,0.6,0
2109,15,1,6,3,3,3,1,0,1,0,0,22,6,7,6,14,0,1,6,9,5,13,0,1.0,0.8333333333333334,1
2110,15,3,6,14,5,2,1,0,1,0,0,19,5,10,1,13,1,0,5,8,3,15,-1,0.2,0.6,0
2111,8,1,4,1,10,3,1,0,1,0,1,19,6,7,6,15,0,0,6,8,6,14,1,1.0,1.0,1
